",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"273,273,32,admin.,single,high.school,no,no,may,25,611,2,0,nonexistent,93.994,4.857,no"
"274,274,49,housemaid,single,high.school,unknown,yes,may,28,110,2,0,nonexistent,93.994,4.857,no"
"275,275,50,blue-collar,married,basic.9y,unknown,no,may,16,463,1,0,nonexistent,93.994,4.857,no"
"276,276,34,services,married,high.school,no,no,may,8,962,1,0,nonexistent,93.994,4.857,no"
"277,277,55,blue-collar,married,basic.4y,unknown,no,may,22,102,2,0,nonexistent,93.994,4.857,no"
"278,278,47,technician,single,basic.9y,no,no,may,4,10,4,0,nonexistent,93.994,4.857,no"
"279,279,51,retired,married,professional.course,no,no,may,31,118,3,0,nonexistent,93.994,4.857,no"
"280,280,47,blue-collar,married,basic.6y,no,no,may,4,92,2,0,nonexistent,93.994,4.857,no"
"281,281,56,technician,married,basic.4y,no,yes,may,10,143,3,0,nonexistent,93.994,4.857,no"
"282,282,53,admin.,married,basic.9y,no,no,may,9,189,3,0,nonexistent,93.994,4.857,no"
"283,283,36,blue-collar,married,basic.9y,no,yes,may,18,75,2,0,nonexistent,93.994,4.857,no"
"284,284,42,blue-collar,divorced,basic.9y,no,yes,may,28,189,2,0,nonexistent,93.994,4.857,no"
"285,285,44,blue-collar,divorced,basic.6y,no,no,may,11,55,2,0,nonexistent,93.994,4.857,no"
"286,286,39,housemaid,married,basic.9y,no,yes,may,31,935,3,0,nonexistent,93.994,4.857,yes"
"287,287,37,admin.,single,high.school,no,yes,may,25,56,2,0,nonexistent,93.994,4.857,no"
"288,288,60,blue-collar,married,unknown,unknown,yes,may,15,5,2,0,nonexistent,93.994,4.857,no"
"289,289,36,services,married,high.school,no,no,may,23,225,2,0,nonexistent,93.994,4.857,no"
"290,290,42,management,divorced,university.degree,no,yes,may,7,125,2,0,nonexistent,93.994,4.857,no"
"291,291,31,admin.,married,high.school,no,yes,may,9,286,2,0,nonexistent,93.994,4.857,no"
"292,292,53,technician,divorced,professional.course,unknown,no,may,15,206,2,0,nonexistent,93.994,4.857,no"
"293,293,45,blue-collar,married,basic.4y,no,yes,may,16,164,2,0,nonexistent,93.994,4.857,no"
"294,294,37,technician,single,professional.course,no,yes,may,5,98,2,0,nonexistent,93.994,4.857,no"
"295,295,47,self-employed,married,professional.course,no,no,may,3,446,2,0,nonexistent,93.994,4.857,no"
"296,296,49,blue-collar,divorced,high.school,no,no,may,31,742,2,0,nonexistent,93.994,4.857,no"
"297,297,36,admin.,married,university.degree,no,yes,may,6,120,2,0,nonexistent,93.994,4.857,no"
"298,298,35,services,divorced,high.school,no,no,may,13,122,3,0,nonexistent,93.994,4.857,no"
"299,299,38,unknown,married,unknown,unknown,no,may,25,362,4,0,nonexistent,93.994,4.857,no"
"300,300,38,services,single,high.school,unknown,no,may,19,357,2,0,nonexistent,93.994,4.857,no"
"301,301,50,blue-collar,divorced,high.school,unknown,no,may,27,200,2,0,nonexistent,93.994,4.857,no"
"302,302,59,retired,married,professional.course,unknown,no,may,5,107,2,0,nonexistent,93.994,4.857,no"
"303,303,43,unknown,married,unknown,no,yes,may,13,267,2,0,nonexistent,93.994,4.857,no"
"304,304,42,admin.,married,high.school,no,yes,may,22,248,2,0,nonexistent,93.994,4.857,no"
"305,305,40,admin.,married,basic.6y,unknown,yes,may,8,215,2,0,nonexistent,93.994,4.857,no"
"306,306,46,blue-collar,married,unknown,unknown,no,may,22,209,2,0,nonexistent,93.994,4.857,no"
"307,307,57,housemaid,divorced,basic.4y,no,yes,may,15,205,2,0,nonexistent,93.994,4.857,no"
"308,308,42,admin.,married,university.degree,no,yes,may,9,261,3,0,nonexistent,93.994,4.857,no"
"309,309,41,blue-collar,married,basic.4y,no,yes,may,20,83,2,0,nonexistent,93.994,4.857,no"
"310,310,54,management,divorced,university.degree,no,yes,may,13,106,3,0,nonexistent,93.994,4.857,no"
"311,311,27,admin.,single,university.degree,no,no,may,27,106,2,0,nonexistent,93.994,4.857,no"
"312,312,36,admin.,married,high.school,no,no,may,28,108,2,0,nonexistent,93.994,4.857,no"
"313,313,58,blue-collar,married,professional.course,unknown,yes,may,17,214,2,0,nonexistent,93.994,4.857,no"
"314,314,40,management,married,university.degree,unknown,yes,may,9,358,2,0,nonexistent,93.994,4.857,no"
"315,315,34,admin.,single,basic.9y,unknown,no,may,7,453,2,0,nonexistent,93.994,4.857,no"
"316,316,33,admin.,divorced,high.school,no,no,may,13,364,2,0,nonexistent,93.994,4.857,no"
"317,317,56,retired,married,basic.6y,no,no,may,19,136,2,0,nonexistent,93.994,4.857,no"
"318,318,42,blue-collar,married,basic.9y,no,no,may,20,173,2,0,nonexistent,93.994,4.857,no"
"319,319,43,services,married,high.school,no,yes,may,7,241,2,0,nonexistent,93.994,4.857,no"
"320,320,54,management,single,basic.9y,no,yes,may,22,224,3,0,nonexistent,93.994,4.857,no"
"321,321,53,admin.,single,basic.6y,no,yes,may,31,148,2,0,nonexistent,93.994,4.857,no"
"322,322,42,technician,single,unknown,no,no,may,10,230,2,0,nonexistent,93.994,4.857,no"
"323,323,40,services,married,basic.6y,unknown,no,may,15,199,3,0,nonexistent,93.994,4.857,no"
"324,324,54,technician,married,professional.course,no,yes,may,10,196,2,0,nonexistent,93.994,4.857,no"
"325,325,40,housemaid,single,professional.course,no,no,may,23,111,4,0,nonexistent,93.994,4.857,no"
"326,326,26,admin.,single,university.degree,no,yes,may,1,231,3,0,nonexistent,93.994,4.857,no"
"327,327,33,admin.,married,high.school,no,no,may,16,316,3,0,nonexistent,93.994,4.857,no"
"328,328,35,blue-collar,married,basic.9y,unknown,no,may,27,240,2,0,nonexistent,93.994,4.857,no"
"329,329,36,admin.,married,high.school,no,no,may,21,669,3,0,nonexistent,93.994,4.857,no"
"330,330,29,services,single,high.school,no,yes,may,31,425,2,0,nonexistent,93.994,4.857,no"
"331,331,36,blue-collar,married,basic.9y,no,yes,may,9,121,2,0,nonexistent,93.994,4.857,no"
"332,332,35,management,married,high.school,no,yes,may,30,174,5,0,nonexistent,93.994,4.857,no"
"333,333,50,self-employed,single,university.degree,no,no,may,7,88,5,0,nonexistent,93.994,4.857,no"
"334,334,46,services,married,high.school,unknown,yes,may,1,313,3,0,nonexistent,93.994,4.857,no"
"335,335,49,entrepreneur,married,high.school,no,yes,may,28,135,4,0,nonexistent,93.994,4.857,no"
"336,336,42,technician,single,professional.course,unknown,yes,may,27,152,2,0,nonexistent,93.994,4.857,no"
"337,337,36,blue-collar,single,high.school,no,yes,may,29,402,3,0,nonexistent,93.994,4.857,no"
"338,338,55,blue-collar,married,basic.9y,unknown,yes,may,19,221,2,0,nonexistent,93.994,4.857,no"
"339,339,41,management,married,university.degree,unknown,no,may,10,213,2,0,nonexistent,93.994,4.857,no"
"340,340,57,management,married,professional.course,unknown,yes,may,5,144,3,0,nonexistent,93.994,4.857,no"
"341,341,32,services,single,high.school,no,yes,may,11,158,3,0,nonexistent,93.994,4.857,no"
"342,342,49,admin.,married,basic.9y,no,no,may,22,220,3,0,nonexistent,93.994,4.857,no"
"343,343,57,unknown,married,unknown,unknown,yes,may,26,325,2,0,nonexistent,93.994,4.857,no"
"344,344,58,blue-collar,divorced,basic.4y,no,yes,may,2,254,2,0,nonexistent,93.994,4.857,no"
"345,345,52,technician,married,high.school,no,yes,may,24,503,2,0,nonexistent,93.994,4.857,no"
"346,346,50,services,divorced,professional.course,no,no,may,26,680,2,0,nonexistent,93.994,4.857,no"
"347,347,41,blue-collar,single,basic.9y,unknown,yes,may,25,421,4,0,nonexistent,93.994,4.857,no"
"348,348,33,entrepreneur,married,university.degree,no,yes,may,23,130,3,0,nonexistent,93.994,4.857,no"
"349,349,57,blue-collar,married,basic.4y,no,no,may,3,164,2,0,nonexistent,93.994,4.857,no"
"350,350,48,blue-collar,married,basic.6y,unknown,no,may,6,174,3,0,nonexistent,93.994,4.857,no"
"351,351,55,technician,married,professional.course,no,no,may,1,113,2,0,nonexistent,93.994,4.857,no"
"352,352,38,management,married,university.degree,no,no,may,22,195,2,0,nonexistent,93.994,4.857,no"
"353,353,38,services,married,high.school,no,yes,may,1,347,3,0,nonexistent,93.994,4.857,no"
"354,354,53,admin.,married,university.degree,no,yes,may,20,208,2,0,nonexistent,93.994,4.857,no"
"355,355,43,unemployed,single,university.degree,no,no,may,7,404,4,0,nonexistent,93.994,4.857,no"
"356,356,36,blue-collar,single,high.school,no,no,may,2,396,2,0,nonexistent,93.994,4.857,no"
"357,357,32,blue-collar,married,basic.9y,no,no,may,21,98,2,0,nonexistent,93.994,4.857,no"
"358,358,33,services,married,basic.4y,no,no,may,28,229,3,0,nonexistent,93.994,4.857,no"
"359,359,58,entrepreneur,married,basic.4y,no,yes,may,27,350,2,0,nonexistent,93.994,4.857,no"
"360,360,40,unemployed,divorced,high.school,unknown,no,may,16,88,3,0,nonexistent,93.994,4.857,no"
"361,361,57,management,married,university.degree,no,yes,may,30,379,2,0,nonexistent,93.994,4.857,no"
"362,362,45,technician,married,high.school,no,yes,may,8,168,3,0,nonexistent,93.994,4.857,no"
"363,363,42,blue-collar,married,basic.4y,unknown,yes,may,22,190,3,0,nonexistent,93.994,4.857,no"
"364,364,46,admin.,married,university.degree,no,yes,may,24,158,1,0,nonexistent,93.994,4.857,no"
"365,365,36,technician,married,university.degree,no,no,may,5,210,1,0,nonexistent,93.994,4.857,no"
"366,366,41,self-employed,married,high.school,no,yes,may,24,102,1,0,nonexistent,93.994,4.857,no"
"367,367,57,admin.,divorced,basic.9y,no,no,may,8,306,1,0,nonexistent,93.994,4.857,no"
"368,368,49,blue-collar,married,basic.9y,unknown,yes,may,26,64,1,0,nonexistent,93.994,4.857,no"
"369,369,56,management,divorced,high.school,no,no,may,12,218,1,0,nonexistent,93.994,4.857,no"
"370,370,37,blue-collar,married,basic.9y,no,no,may,2,77,1,0,nonexistent,93.994,4.857,no"
"371,371,37,blue-collar,married,basic.9y,no,no,may,4,54,1,0,nonexistent,93.994,4.857,no"
"372,372,46,admin.,single,high.school,no,yes,may,1,344,1,0,nonexistent,93.994,4.857,no"
"373,373,22,blue-collar,single,basic.9y,no,yes,may,16,195,1,0,nonexistent,93.994,4.857,no"
"374,374,43,services,married,high.school,no,no,may,16,202,1,0,nonexistent,93.994,4.857,no"
"375,375,49,blue-collar,married,unknown,no,no,may,21,286,1,0,nonexistent,93.994,4.857,no"
"376,376,41,technician,married,basic.6y,no,yes,may,11,278,1,0,nonexistent,93.994,4.857,no"
"377,377,38,admin.,single,university.degree,no,no,may,1,189,1,0,nonexistent,93.994,4.857,no"
"378,378,33,admin.,married,basic.9y,no,no,may,28,83,1,0,nonexistent,93.994,4.857,no"
"379,379,49,admin.,married,university.degree,no,yes,may,26,18,1,0,nonexistent,93.994,4.857,no"
"380,380,30,blue-collar,single,unknown,no,no,may,18,184,2,0,nonexistent,93.994,4.857,no"
"381,381,33,admin.,married,basic.9y,no,yes,may,13,235,1,0,nonexistent,93.994,4.857,no"
"382,382,34,management,single,university.degree,no,no,may,21,290,1,0,nonexistent,93.994,4.857,no"
"383,383,30,student,single,unknown,unknown,no,may,24,133,1,0,nonexistent,93.994,4.857,no"
"384,384,59,management,married,basic.4y,unknown,yes,may,8,318,1,0,nonexistent,93.994,4.857,no"
"385,385,59,management,married,basic.4y,unknown,unknown,may,7,437,1,0,nonexistent,93.994,4.857,no"
"386,386,41,self-employed,married,university.degree,no,no,may,13,402,1,0,nonexistent,93.994,4.857,no"
"387,387,48,housemaid,married,basic.6y,unknown,yes,may,31,501,4,0,nonexistent,93.994,4.857,no"
"388,388,28,unknown,single,unknown,unknown,yes,may,2,1201,1,0,nonexistent,93.994,4.857,yes"
"389,389,44,services,married,high.school,no,yes,may,10,1030,1,0,nonexistent,93.994,4.857,yes"
"390,390,59,retired,unknown,university.degree,unknown,no,may,3,253,1,0,nonexistent,93.994,4.857,no"
"391,391,50,management,married,high.school,unknown,no,may,29,149,1,0,nonexistent,93.994,4.857,no"
"392,392,35,admin.,married,university.degree,no,no,may,10,144,1,0,nonexistent,93.994,4.857,no"
"393,393,42,admin.,married,high.school,no,no,may,24,69,1,0,nonexistent,93.994,4.857,no"
"394,394,45,admin.,married,basic.9y,no,no,may,23,243,1,0,nonexistent,93.994,4.857,no"
"395,395,36,technician,married,professional.course,no,no,may,6,769,2,0,nonexistent,93.994,4.857,no"
"396,396,56,services,married,high.school,unknown,no,may,3,135,3,0,nonexistent,93.994,4.857,no"
"397,397,29,blue-collar,divorced,basic.4y,no,no,may,4,231,1,0,nonexistent,93.994,4.857,no"
"398,398,41,self-employed,married,university.degree,no,yes,may,17,442,2,0,nonexistent,93.994,4.857,no"
"399,399,42,blue-collar,married,basic.9y,unknown,no,may,5,199,1,0,nonexistent,93.994,4.857,no"
"400,400,52,services,single,high.school,no,no,may,22,455,1,0,nonexistent,93.994,4.857,no"
"401,401,48,services,married,high.school,unknown,unknown,may,21,152,1,0,nonexistent,93.994,4.857,no"
"402,402,31,blue-collar,married,high.school,unknown,yes,may,23,124,1,0,nonexistent,93.994,4.857,no"
"403,403,43,unemployed,married,university.degree,unknown,yes,may,19,424,1,0,nonexistent,93.994,4.857,no"
"404,404,36,blue-collar,married,basic.4y,unknown,no,may,16,43,1,0,nonexistent,93.994,4.857,no"
"405,405,42,entrepreneur,married,university.degree,no,yes,may,4,154,1,0,nonexistent,93.994,4.857,no"
"406,406,52,services,divorced,basic.6y,no,no,may,26,393,1,0,nonexistent,93.994,4.857,no"
"407,407,39,admin.,married,high.school,no,yes,may,3,203,2,0,nonexistent,93.994,4.857,no"
"408,408,36,services,married,high.school,no,no,may,23,140,2,0,nonexistent,93.994,4.857,no"
"409,409,42,blue-collar,married,basic.9y,unknown,yes,may,30,326,1,0,nonexistent,93.994,4.857,no"
"410,410,41,admin.,married,high.school,no,no,may,3,483,1,0,nonexistent,93.994,4.857,no"
"411,411,55,technician,married,basic.4y,no,no,may,12,259,1,0,nonexistent,93.994,4.857,no"
"412,412,30,blue-collar,married,basic.9y,no,no,may,1,227,1,0,nonexistent,93.994,4.857,no"
"413,413,57,retired,unknown,basic.4y,no,no,may,1,673,1,0,nonexistent,93.994,4.857,no"
"414,414,45,entrepreneur,married,basic.4y,unknown,yes,may,23,576,1,0,nonexistent,93.994,4.857,no"
"415,415,51,blue-collar,married,basic.4y,unknown,yes,may,24,180,2,0,nonexistent,93.994,4.857,no"
"416,416,39,self-employed,single,basic.9y,unknown,yes,may,18,90,1,0,nonexistent,93.994,4.857,no"
"417,417,47,admin.,married,high.school,unknown,no,may,22,505,1,0,nonexistent,93.994,4.857,no"
"418,418,27,services,married,high.school,no,yes,may,3,245,1,0,nonexistent,93.994,4.857,no"
"419,419,34,technician,single,university.degree,no,yes,may,23,186,1,0,nonexistent,93.994,4.857,no"
"420,420,57,blue-collar,married,basic.4y,unknown,yes,may,5,208,1,0,nonexistent,93.994,4.857,no"
"421,421,43,entrepreneur,married,basic.4y,no,no,may,30,623,1,0,nonexistent,93.994,4.857,no"
"422,422,49,blue-collar,married,basic.4y,unknown,no,may,8,180,1,0,nonexistent,93.994,4.857,no"
"423,423,39,management,married,university.degree,unknown,no,may,11,496,3,0,nonexistent,93.994,4.857,no"
"424,424,38,blue-collar,married,basic.4y,unknown,yes,may,20,118,1,0,nonexistent,93.994,4.857,no"
"425,425,49,blue-collar,married,basic.9y,no,no,may,16,102,2,0,nonexistent,93.994,4.857,no"
"426,426,58,management,married,basic.6y,no,no,may,9,342,1,0,nonexistent,93.994,4.857,no"
"427,427,43,technician,married,professional.course,no,yes,may,1,225,1,0,nonexistent,93.994,4.857,no"
"428,428,50,unknown,married,unknown,unknown,yes,may,3,185,3,0,nonexistent,93.994,4.857,no"
"429,429,31,services,married,high.school,unknown,no,may,12,276,1,0,nonexistent,93.994,4.857,no"
"430,430,43,self-employed,divorced,university.degree,no,no,may,29,87,1,0,nonexistent,93.994,4.857,no"
"431,431,43,self-employed,married,basic.9y,unknown,no,may,13,744,1,0,nonexistent,93.994,4.857,no"
"432,432,30,self-employed,single,university.degree,no,yes,may,22,262,1,0,nonexistent,93.994,4.857,no"
"433,433,27,services,single,professional.course,no,yes,may,25,271,1,0,nonexistent,93.994,4.857,no"
"434,434,51,services,married,unknown,unknown,no,may,26,141,1,0,nonexistent,93.994,4.857,no"
"435,435,37,technician,married,professional.course,no,yes,may,5,198,2,0,nonexistent,93.994,4.857,no"
"436,436,46,housemaid,married,basic.9y,no,yes,may,13,150,1,0,nonexistent,93.994,4.857,no"
"437,437,35,blue-collar,married,professional.course,no,no,may,22,241,1,0,nonexistent,93.994,4.857,no"
"438,438,47,admin.,divorced,university.degree,no,no,may,18,196,1,0,nonexistent,93.994,4.857,no"
"439,439,46,management,married,unknown,no,yes,may,18,149,1,0,nonexistent,93.994,4.857,no"
"440,440,40,technician,married,professional.course,unknown,no,may,11,264,1,0,nonexistent,93.994,4.857,no"
"441,441,26,housemaid,married,university.degree,no,no,may,22,246,1,0,nonexistent,93.994,4.857,no"
"442,442,32,blue-collar,divorced,basic.9y,unknown,no,may,27,309,2,0,nonexistent,93.994,4.857,no"
"443,443,45,management,married,university.degree,no,yes,may,20,140,1,0,nonexistent,93.994,4.857,no"
"444,444,34,admin.,married,basic.9y,no,no,may,13,175,1,0,nonexistent,93.994,4.857,no"
"445,445,47,blue-collar,married,unknown,unknown,no,may,7,136,1,0,nonexistent,93.994,4.857,no"
"446,446,42,technician,married,professional.course,no,no,may,29,1623,1,0,nonexistent,93.994,4.857,yes"
"447,447,57,technician,married,basic.4y,unknown,no,may,16,50,1,0,nonexistent,93.994,4.857,no"
"448,448,57,technician,married,basic.4y,unknown,no,may,15,101,1,0,nonexistent,93.994,4.857,no"
"449,449,38,blue-collar,married,basic.4y,no,no,may,9,144,1,0,nonexistent,93.994,4.857,no"
"450,450,57,technician,married,basic.4y,unknown,no,may,17,238,1,0,nonexistent,93.994,4.857,no"
"451,451,28,student,single,basic.9y,unknown,yes,may,13,354,1,0,nonexistent,93.994,4.857,no"
"452,452,60,management,married,university.degree,no,no,may,7,451,2,0,nonexistent,93.994,4.857,no"
"453,453,48,admin.,married,university.degree,no,yes,may,23,159,1,0,nonexistent,93.994,4.857,no"
"454,454,47,technician,married,professional.course,no,yes,may,19,170,1,0,nonexistent,93.994,4.857,no"
"455,455,40,admin.,married,high.school,no,no,may,30,243,1,0,nonexistent,93.994,4.857,no"
"456,456,51,management,married,professional.course,unknown,yes,may,3,141,2,0,nonexistent,93.994,4.857,no"
"457,457,48,unemployed,single,basic.4y,no,yes,may,8,112,1,0,nonexistent,93.994,4.857,no"
"458,458,54,housemaid,married,basic.4y,no,no,may,1,262,2,0,nonexistent,93.994,4.857,no"
"459,459,40,blue-collar,married,basic.6y,no,no,may,9,53,1,0,nonexistent,93.994,4.857,no"
"460,460,44,admin.,single,basic.9y,unknown,no,may,25,134,1,0,nonexistent,93.994,4.857,no"
"461,461,42,technician,divorced,high.school,no,no,may,21,204,4,0,nonexistent,93.994,4.857,no"
"462,462,52,self-employed,married,university.degree,no,yes,may,22,678,1,0,nonexistent,93.994,4.857,no"
"463,463,31,blue-collar,single,basic.9y,no,yes,may,18,182,1,0,nonexistent,93.994,4.857,no"
"464,464,32,services,married,high.school,no,no,may,26,162,1,0,nonexistent,93.994,4.857,no"
"465,465,44,admin.,married,high.school,no,yes,may,5,177,1,0,nonexistent,93.994,4.857,no"
"466,466,39,management,married,basic.6y,unknown,no,may,12,27,1,0,nonexistent,93.994,4.857,no"
"467,467,57,management,married,professional.course,unknown,yes,may,20,699,3,0,nonexistent,93.994,4.857,no"
"468,468,52,admin.,married,basic.4y,no,yes,may,13,358,1,0,nonexistent,93.994,4.857,no"
"469,469,42,management,married,university.degree,no,no,may,18,1677,1,0,nonexistent,93.994,4.857,yes"
"470,470,42,technician,single,professional.course,unknown,unknown,may,10,529,1,0,nonexistent,93.994,4.857,no"
"471,471,43,management,married,professional.course,no,yes,may,4,310,1,0,nonexistent,93.994,4.857,no"
"472,472,31,admin.,divorced,high.school,no,no,may,11,47,1,0,nonexistent,93.994,4.857,no"
"473,473,29,admin.,married,university.degree,unknown,yes,may,16,379,1,0,nonexistent,93.994,4.857,no"
"474,474,57,blue-collar,divorced,basic.4y,no,no,may,30,30,2,0,nonexistent,93.994,4.857,no"
"475,475,44,blue-collar,married,basic.9y,unknown,no,may,22,472,1,0,nonexistent,93.994,4.857,no"
"476,476,59,unknown,married,unknown,unknown,no,may,6,113,1,0,nonexistent,93.994,4.857,no"
